"County","FIPS","Region","Definition","Strata","Race","Year","Mean","LL95","UL95","Numerator","Denominator"
"Kern",6029,"Southern Central Valley","Population living in sea level rise inundation areas","none","Multiple","2009",0,NA,NA,0,15967
"Kern",6029,"Southern Central Valley","Population living in sea level rise inundation areas","none","Other","2009",0,NA,NA,0,1472
"Kern",6029,"Southern Central Valley","Population living in sea level rise inundation areas","none","Total","2009",0,NA,NA,0,839631
"Kings",6031,"Southern Central Valley","Population living in sea level rise inundation areas","none","AIAN","2009",0,NA,NA,0,1297
"Kings",6031,"Southern Central Valley","Population living in sea level rise inundation areas","none","Asian","2009",0,NA,NA,0,5339
"Kings",6031,"Southern Central Valley","Population living in sea level rise inundation areas","none","AfricanAm","2009",0,NA,NA,0,10314
"Kings",6031,"Southern Central Valley","Population living in sea level rise inundation areas","none","Latino","2009",0,NA,NA,0,77866
"Kings",6031,"Southern Central Valley","Population living in sea level rise inundation areas","none","NHOPI","2009",0,NA,NA,0,228
"Kings",6031,"Southern Central Valley","Population living in sea level rise inundation areas","none","White","2009",0,NA,NA,0,53879
"Kings",6031,"Southern Central Valley","Population living in sea level rise inundation areas","none","Multiple","2009",0,NA,NA,0,3256
"Kings",6031,"Southern Central Valley","Population living in sea level rise inundation areas","none","Other","2009",0,NA,NA,0,803
"Kings",6031,"Southern Central Valley","Population living in sea level rise inundation areas","none","Total","2009",0,NA,NA,0,152982
"Lake",6033,"North Coast","Population living in sea level rise inundation areas","none","AIAN","2009",0,NA,NA,0,1530
"Lake",6033,"North Coast","Population living in sea level rise inundation areas","none","Asian","2009",0,NA,NA,0,695
"Lake",6033,"North Coast","Population living in sea level rise inundation areas","none","AfricanAm","2009",0,NA,NA,0,1186
"Lake",6033,"North Coast","Population living in sea level rise inundation areas","none","Latino","2009",0,NA,NA,0,11088
"Lake",6033,"North Coast","Population living in sea level rise inundation areas","none","NHOPI","2009",0,NA,NA,0,97
"Lake",6033,"North Coast","Population living in sea level rise inundation areas","none","White","2009",0,NA,NA,0,47938
"Lake",6033,"North Coast","Population living in sea level rise inundation areas","none","Multiple","2009",0,NA,NA,0,2024
"Lake",6033,"North Coast","Population living in sea level rise inundation areas","none","Other","2009",0,NA,NA,0,107
"Lake",6033,"North Coast","Population living in sea level rise inundation areas","none","Total","2009",0,NA,NA,0,64665
"Lassen",6035,"North","Population living in sea level rise inundation areas","none","AIAN","2009",0,NA,NA,0,999
"Lassen",6035,"North","Population living in sea level rise inundation areas","none","Asian","2009",0,NA,NA,0,337
"Lassen",6035,"North","Population living in sea level rise inundation areas","none","AfricanAm","2009",0,NA,NA,0,2790
"Lassen",6035,"North","Population living in sea level rise inundation areas","none","Latino","2009",0,NA,NA,0,6117
"Lassen",6035,"North","Population living in sea level rise inundation areas","none","NHOPI","2009",0,NA,NA,0,163
"Lassen",6035,"North","Population living in sea level rise inundation areas","none","White","2009",0,NA,NA,0,23270
"Lassen",6035,"North","Population living in sea level rise inundation areas","none","Multiple","2009",0,NA,NA,0,856
"Lassen",6035,"North","Population living in sea level rise inundation areas","none","Other","2009",0,NA,NA,0,363
"Lassen",6035,"North","Population living in sea level rise inundation areas","none","Total","2009",0,NA,NA,0,34895
"Los Angeles",6037,"South Coast","Population living in sea level rise inundation areas","none","AIAN","2009",0.2885646,0.2120613,0.3650679,54.4983049,18886
"Los Angeles",6037,"South Coast","Population living in sea level rise inundation areas","none","Asian","2009",0.11041,0.1047567,0.1160633,1463.6737237,1325671
"Los Angeles",6037,"South Coast","Population living in sea level rise inundation areas","none","AfricanAm","2009",0.126665,0.1189434,0.1343866,1032.428477,815086
"Los Angeles",6037,"South Coast","Population living in sea level rise inundation areas","none","Latino","2009",0.0596345,0.0574245,0.0618445,2795.5992047,4687889
"Los Angeles",6037,"South Coast","Population living in sea level rise inundation areas","none","NHOPI","2009",0.1465808,0.0965506,0.1966111,32.9279184,22464
"Los Angeles",6037,"South Coast","Population living in sea level rise inundation areas","none","White","2009",0.4016035,0.3940988,0.4091082,10957.0315557,2728321
"Los Angeles",6037,"South Coast","Population living in sea level rise inundation areas","none","Multiple","2009",0.2606749,0.2380384,0.2833114,508.1100702,194921
"Los Angeles",6037,"South Coast","Population living in sea level rise inundation areas","none","Other","2009",0.2085843,0.1524396,0.264729,52.9115787,25367
"Los Angeles",6037,"South Coast","Population living in sea level rise inundation areas","none","Total","2009",0.1720935,0.1695009,0.1746861,16897.1808332,9818605
"Madera",6039,"Northern Central Valley","Population living in sea level rise inundation areas","none","AIAN","2009",0,NA,NA,0,1790
"Madera",6039,"Northern Central Valley","Population living in sea level rise inundation areas","none","Asian","2009",0,NA,NA,0,2533
"Madera",6039,"Northern Central Valley","Population living in sea level rise inundation areas","none","AfricanAm","2009",0,NA,NA,0,5009
"Madera",6039,"Northern Central Valley","Population living in sea level rise inundation areas","none","Latino","2009",0,NA,NA,0,80992
"Madera",6039,"Northern Central Valley","Population living in sea level rise inundation areas","none","NHOPI","2009",0,NA,NA,0,107
"Madera",6039,"Northern Central Valley","Population living in sea level rise inundation areas","none","White","2009",0,NA,NA,0,57380
"Madera",6039,"Northern Central Valley","Population living in sea level rise inundation areas","none","Multiple","2009",0,NA,NA,0,2405
"Madera",6039,"Northern Central Valley","Population living in sea level rise inundation areas","none","Other","2009",0,NA,NA,0,649
"Madera",6039,"Northern Central Valley","Population living in sea level rise inundation areas","none","Total","2009",0,NA,NA,0,150865
"Marin",6041,"Bay Area","Population living in sea level rise inundation areas","none","AIAN","2009",14.8966195,11.86813,17.9251091,79.1010498,531
"Marin",6041,"Bay Area","Population living in sea level rise inundation areas","none","Asian","2009",18.8592228,18.201208,19.5172376,2560.5166803,13577
"Marin",6041,"Bay Area","Population living in sea level rise inundation areas","none","AfricanAm","2009",18.2672743,17.3365327,19.198016,1209.4762335,6621
"Marin",6041,"Bay Area","Population living in sea level rise inundation areas","none","Latino","2009",36.4815936,36.0042549,36.9589323,14252.9938037,39069
"Marin",6041,"Bay Area","Population living in sea level rise inundation areas","none","NHOPI","2009",16.5602492,13.0709938,20.0495046,72.2026866,436
"Marin",6041,"Bay Area","Population living in sea level rise inundation areas","none","White","2009",12.7412256,12.5888,12.8936512,23422.1950218,183830
"Marin",6041,"Bay Area","Population living in sea level rise inundation areas","none","Multiple","2009",13.8214128,13.0302906,14.612535,1010.4834882,7311
"Marin",6041,"Bay Area","Population living in sea level rise inundation areas","none","Other","2009",19.8399095,17.4091346,22.2706844,205.1446645,1034
"Marin",6041,"Bay Area","Population living in sea level rise inundation areas","none","Total","2009",16.9614053,16.8149941,17.1078166,42812.1136286,252409
"Mariposa",6043,"North Sierra","Population living in sea level rise inundation areas","none","AIAN","2009",0,NA,NA,0,459
"Mariposa",6043,"North Sierra","Population living in sea level rise inundation areas","none","Asian","2009",0,NA,NA,0,201
"Mariposa",6043,"North Sierra","Population living in sea level rise inundation areas","none","AfricanAm","2009",0,NA,NA,0,129
"Mariposa",6043,"North Sierra","Population living in sea level rise inundation areas","none","Latino","2009",0,NA,NA,0,1676
"Mariposa",6043,"North Sierra","Population living in sea level rise inundation areas","none","NHOPI","2009",0,NA,NA,0,26
"Mariposa",6043,"North Sierra","Population living in sea level rise inundation areas","none","White","2009",0,NA,NA,0,15192
"Mariposa",6043,"North Sierra","Population living in sea level rise inundation areas","none","Multiple","2009",0,NA,NA,0,546
"Mariposa",6043,"North Sierra","Population living in sea level rise inundation areas","none","Other","2009",0,NA,NA,0,22
"Mariposa",6043,"North Sierra","Population living in sea level rise inundation areas","none","Total","2009",0,NA,NA,0,18251
"Mendocino",6045,"North Coast","Population living in sea level rise inundation areas","none","AIAN","2009",0.3904256,0.1834057,0.5974454,13.610235,3486
"Mendocino",6045,"North Coast","Population living in sea level rise inundation areas","none","Asian","2009",0.5905351,0.1894664,0.9916038,8.2793022,1402
"Mendocino",6045,"North Coast","Population living in sea level rise inundation areas","none","AfricanAm","2009",0.0942321,0,0.3520728,0.5126228,544
"Mendocino",6045,"North Coast","Population living in sea level rise inundation areas","none","Latino","2009",0.2333166,0.1656072,0.3010259,45.5083999,19505
"Mendocino",6045,"North Coast","Population living in sea level rise inundation areas","none","NHOPI","2009",0.1664733,0,0.9995262,0.1531554,92
"Mendocino",6045,"North Coast","Population living in sea level rise inundation areas","none","White","2009",0.6859896,0.6200805,0.7518986,413.3018586,60249
"Mendocino",6045,"North Coast","Population living in sea level rise inundation areas","none","Multiple","2009",0.4586566,0.1901099,0.7272033,11.1545286,2432
"Mendocino",6045,"North Coast","Population living in sea level rise inundation areas","none","Other","2009",0.543909,0,1.8034121,0.7125208,131
"Mendocino",6045,"North Coast","Population living in sea level rise inundation areas","none","Total","2009",0.5615062,0.5120908,0.6109215,493.2326233,87841
"Merced",6047,"Northern Central Valley","Population living in sea level rise inundation areas","none","AIAN","2009",0,NA,NA,0,1126
"Merced",6047,"Northern Central Valley","Population living in sea level rise inundation areas","none","Asian","2009",0,NA,NA,0,18183
"Merced",6047,"Northern Central Valley","Population living in sea level rise inundation areas","none","AfricanAm","2009",0,NA,NA,0,8785
"Merced",6047,"Northern Central Valley","Population living in sea level rise inundation areas","none","Latino","2009",0,NA,NA,0,140485
"Merced",6047,"Northern Central Valley","Population living in sea level rise inundation areas","none","NHOPI","2009",0,NA,NA,0,476
"Merced",6047,"Northern Central Valley","Population living in sea level rise inundation areas","none","White","2009",0,NA,NA,0,81599
"Merced",6047,"Northern Central Valley","Population living in sea level rise inundation areas","none","Multiple","2009",0,NA,NA,0,4700
"Merced",6047,"Northern Central Valley","Population living in sea level rise inundation areas","none","Other","2009",0,NA,NA,0,439
"Merced",6047,"Northern Central Valley","Population living in sea level rise inundation areas","none","Total","2009",0,NA,NA,0,255793
"Modoc",6049,"North","Population living in sea level rise inundation areas","none","AIAN","2009",0,NA,NA,0,293
"Modoc",6049,"North","Population living in sea level rise inundation areas","none","Asian","2009",0,NA,NA,0,70
"Modoc",6049,"North","Population living in sea level rise inundation areas","none","AfricanAm","2009",0,NA,NA,0,77
"Modoc",6049,"North","Population living in sea level rise inundation areas","none","Latino","2009",0,NA,NA,0,1342
"Modoc",6049,"North","Population living in sea level rise inundation areas","none","NHOPI","2009",0,NA,NA,0,21
"Modoc",6049,"North","Population living in sea level rise inundation areas","none","White","2009",0,NA,NA,0,7649
"Modoc",6049,"North","Population living in sea level rise inundation areas","none","Multiple","2009",0,NA,NA,0,220
"Modoc",6049,"North","Population living in sea level rise inundation areas","none","Other","2009",0,NA,NA,0,14
"Modoc",6049,"North","Population living in sea level rise inundation areas","none","Total","2009",0,NA,NA,0,9686
"Mono",6051,"Southeast Sierra","Population living in sea level rise inundation areas","none","AIAN","2009",0,NA,NA,0,239
"Mono",6051,"Southeast Sierra","Population living in sea level rise inundation areas","none","Asian","2009",0,NA,NA,0,191
"Mono",6051,"Southeast Sierra","Population living in sea level rise inundation areas","none","AfricanAm","2009",0,NA,NA,0,42
"Mono",6051,"Southeast Sierra","Population living in sea level rise inundation areas","none","Latino","2009",0,NA,NA,0,3762
"Mono",6051,"Southeast Sierra","Population living in sea level rise inundation areas","none","NHOPI","2009",0,NA,NA,0,11
"Mono",6051,"Southeast Sierra","Population living in sea level rise inundation areas","none","White","2009",0,NA,NA,0,9687
"Mono",6051,"Southeast Sierra","Population living in sea level rise inundation areas","none","Multiple","2009",0,NA,NA,0,237
"Mono",6051,"Southeast Sierra","Population living in sea level rise inundation areas","none","Other","2009",0,NA,NA,0,33
"Mono",6051,"Southeast Sierra","Population living in sea level rise inundation areas","none","Total","2009",0,NA,NA,0,14202
"Monterey",6053,"Central Coast","Population living in sea level rise inundation areas","none","AIAN","2009",2.1193628,1.3541574,2.8845683,28.8445282,1361
"Monterey",6053,"Central Coast","Population living in sea level rise inundation areas","none","Asian","2009",2.2557044,2.0669643,2.4444446,536.338842,23777
"Monterey",6053,"Central Coast","Population living in sea level rise inundation areas","none","AfricanAm","2009",1.0786907,0.8882279,1.2691536,121.8920543,11300
"Monterey",6053,"Central Coast","Population living in sea level rise inundation areas","none","Latino","2009",3.9973438,3.9172835,4.077404,9194.010551,230003
"Monterey",6053,"Central Coast","Population living in sea level rise inundation areas","none","NHOPI","2009",1.2852054,0.7744123,1.7959985,24.0076373,1868
"Monterey",6053,"Central Coast","Population living in sea level rise inundation areas","none","White","2009",2.4807322,2.3981991,2.5632654,3384.5870416,136435
"Monterey",6053,"Central Coast","Population living in sea level rise inundation areas","none","Multiple","2009",2.500484,2.1876831,2.8132849,239.346328,9572
"Monterey",6053,"Central Coast","Population living in sea level rise inundation areas","none","Other","2009",3.8140653,2.434962,5.1931687,28.2622239,741
"Monterey",6053,"Central Coast","Population living in sea level rise inundation areas","none","Total","2009",3.266368,3.2122897,3.3204464,13557.2892064,415057
"Napa",6055,"Bay Area","Population living in sea level rise inundation areas","none","AIAN","2009",2.2965104,1.0377419,3.5552789,12.4930165,544
"Napa",6055,"Bay Area","Population living in sea level rise inundation areas","none","Asian","2009",1.8752358,1.5947634,2.1557082,168.5086896,8986
"Napa",6055,"Bay Area","Population living in sea level rise inundation areas","none","AfricanAm","2009",1.5959294,1.0986797,2.0931791,38.940677,2440
"Napa",6055,"Bay Area","Population living in sea level rise inundation areas","none","Latino","2009",1.7192358,1.5977901,1.8406816,756.6356947,44010
"Napa",6055,"Bay Area","Population living in sea level rise inundation areas","none","NHOPI","2009",0.129224,0,0.5272164,0.4044713,313
"Napa",6055,"Bay Area","Population living in sea level rise inundation areas","none","White","2009",1.2319733,1.1540419,1.3099048,948.212921,76967
"Napa",6055,"Bay Area","Population living in sea level rise inundation areas","none","Multiple","2009",1.8026183,1.3267571,2.2784794,54.1326269,3003
"Napa",6055,"Bay Area","Population living in sea level rise inundation areas","none","Other","2009",0.4117612,0,1.2560415,0.9099922,221
"Napa",6055,"Bay Area","Population living in sea level rise inundation areas","none","Total","2009",1.4508939,1.3874545,1.5143334,1980.2380891,136484
"Nevada",6057,"North Sierra","Population living in sea level rise inundation areas","none","AIAN","2009",0,NA,NA,0,793
"Nevada",6057,"North Sierra","Population living in sea level rise inundation areas","none","Asian","2009",0,NA,NA,0,1124
"Nevada",6057,"North Sierra","Population living in sea level rise inundation areas","none","AfricanAm","2009",0,NA,NA,0,341
"Nevada",6057,"North Sierra","Population living in sea level rise inundation areas","none","Latino","2009",0,NA,NA,0,8439
"Nevada",6057,"North Sierra","Population living in sea level rise inundation areas","none","NHOPI","2009",0,NA,NA,0,96
"Nevada",6057,"North Sierra","Population living in sea level rise inundation areas","none","White","2009",0,NA,NA,0,85477
"Nevada",6057,"North Sierra","Population living in sea level rise inundation areas","none","Multiple","2009",0,NA,NA,0,2372
"Nevada",6057,"North Sierra","Population living in sea level rise inundation areas","none","Other","2009",0,NA,NA,0,122
"Nevada",6057,"North Sierra","Population living in sea level rise inundation areas","none","Total","2009",0,NA,NA,0,98764
"Orange",6059,"South Coast","Population living in sea level rise inundation areas","none","AIAN","2009",4.6760538,4.1511964,5.2009112,290.6635051,6216
"Orange",6059,"South Coast","Population living in sea level rise inundation areas","none","Asian","2009",1.9446183,1.9075282,1.9817085,10354.6453155,532477
"Orange",6059,"South Coast","Population living in sea level rise inundation areas","none","AfricanAm","2009",1.7988212,1.6746325,1.9230099,791.481323,44000
"Orange",6059,"South Coast","Population living in sea level rise inundation areas","none","Latino","2009",1.1500106,1.1292473,1.1707739,11649.2970155,1012973
"Orange",6059,"South Coast","Population living in sea level rise inundation areas","none","NHOPI","2009",3.2382933,2.858768,3.6178186,270.6241736,8357
"Orange",6059,"South Coast","Population living in sea level rise inundation areas","none","White","2009",6.0850659,6.0444145,6.1257173,80840.0391689,1328499
"Orange",6059,"South Coast","Population living in sea level rise inundation areas","none","Multiple","2009",4.3542676,4.205322,4.5032132,3140.1671484,72117
"Orange",6059,"South Coast","Population living in sea level rise inundation areas","none","Other","2009",3.9380285,3.4282884,4.4477686,220.253934,5593
"Orange",6059,"South Coast","Population living in sea level rise inundation areas","none","Total","2009",3.5730526,3.5520837,3.5940214,107557.171584,3010232
"Placer",6061,"North Sierra","Population living in sea level rise inundation areas","none","AIAN","2009",0,NA,NA,0,2080
"Placer",6061,"North Sierra","Population living in sea level rise inundation areas","none","Asian","2009",0,NA,NA,0,19963
"Placer",6061,"North Sierra","Population living in sea level rise inundation areas","none","AfricanAm","2009",0,NA,NA,0,4427
"Placer",6061,"North Sierra","Population living in sea level rise inundation areas","none","Latino","2009",0,NA,NA,0,44710
"Placer",6061,"North Sierra","Population living in sea level rise inundation areas","none","NHOPI","2009",0,NA,NA,0,697
"Placer",6061,"North Sierra","Population living in sea level rise inundation areas","none","White","2009",0,NA,NA,0,265294
"Placer",6061,"North Sierra","Population living in sea level rise inundation areas","none","Multiple","2009",0,NA,NA,0,10658
"Placer",6061,"North Sierra","Population living in sea level rise inundation areas","none","Other","2009",0,NA,NA,0,603
"Placer",6061,"North Sierra","Population living in sea level rise inundation areas","none","Total","2009",0,NA,NA,0,348432
"Plumas",6063,"North Sierra","Population living in sea level rise inundation areas","none","AIAN","2009",0,NA,NA,0,460
"Plumas",6063,"North Sierra","Population living in sea level rise inundation areas","none","Asian","2009",0,NA,NA,0,127
"Plumas",6063,"North Sierra","Population living in sea level rise inundation areas","none","AfricanAm","2009",0,NA,NA,0,181
"Plumas",6063,"North Sierra","Population living in sea level rise inundation areas","none","Latino","2009",0,NA,NA,0,1605
"Plumas",6063,"North Sierra","Population living in sea level rise inundation areas","none","NHOPI","2009",0,NA,NA,0,18
"Plumas",6063,"North Sierra","Population living in sea level rise inundation areas","none","White","2009",0,NA,NA,0,17015
"Plumas",6063,"North Sierra","Population living in sea level rise inundation areas","none","Multiple","2009",0,NA,NA,0,583
"Plumas",6063,"North Sierra","Population living in sea level rise inundation areas","none","Other","2009",0,NA,NA,0,18
"Plumas",6063,"North Sierra","Population living in sea level rise inundation areas","none","Total","2009",0,NA,NA,0,20007
"Riverside",6065,"Desert","Population living in sea level rise inundation areas","none","AIAN","2009",0,NA,NA,0,10931
"Riverside",6065,"Desert","Population living in sea level rise inundation areas","none","Asian","2009",0,NA,NA,0,125921
"Riverside",6065,"Desert","Population living in sea level rise inundation areas","none","AfricanAm","2009",0,NA,NA,0,130823
"Riverside",6065,"Desert","Population living in sea level rise inundation areas","none","Latino","2009",0,NA,NA,0,995257
"Riverside",6065,"Desert","Population living in sea level rise inundation areas","none","NHOPI","2009",0,NA,NA,0,5849
"Riverside",6065,"Desert","Population living in sea level rise inundation areas","none","White","2009",0,NA,NA,0,869068
"Riverside",6065,"Desert","Population living in sea level rise inundation areas","none","Multiple","2009",0,NA,NA,0,48110
"Riverside",6065,"Desert","Population living in sea level rise inundation areas","none","Other","2009",0,NA,NA,0,3682
"Riverside",6065,"Desert","Population living in sea level rise inundation areas","none","Total","2009",0,NA,NA,0,2189641
"Sacramento",6067,"Northern Central Valley","Population living in sea level rise inundation areas","none","AIAN","2009",0,NA,NA,0,7875
"Sacramento",6067,"Northern Central Valley","Population living in sea level rise inundation areas","none","Asian","2009",0,NA,NA,0,198944
"Sacramento",6067,"Northern Central Valley","Population living in sea level rise inundation areas","none","AfricanAm","2009",0,NA,NA,0,139949
"Sacramento",6067,"Northern Central Valley","Population living in sea level rise inundation areas","none","Latino","2009",0,NA,NA,0,306196
"Sacramento",6067,"Northern Central Valley","Population living in sea level rise inundation areas","none","NHOPI","2009",0,NA,NA,0,13099
"Sacramento",6067,"Northern Central Valley","Population living in sea level rise inundation areas","none","White","2009",0,NA,NA,0,687166
"Sacramento",6067,"Northern Central Valley","Population living in sea level rise inundation areas","none","Multiple","2009",0,NA,NA,0,62141
"Sacramento",6067,"Northern Central Valley","Population living in sea level rise inundation areas","none","Other","2009",0,NA,NA,0,3418
"Sacramento",6067,"Northern Central Valley","Population living in sea level rise inundation areas","none","Total","2009",0,NA,NA,0,1418788
"San Benito",6069,"Central Coast","Population living in sea level rise inundation areas","none","AIAN","2009",0,NA,NA,0,231
"San Benito",6069,"Central Coast","Population living in sea level rise inundation areas","none","Asian","2009",0,NA,NA,0,1298
"San Benito",6069,"Central Coast","Population living in sea level rise inundation areas","none","AfricanAm","2009",0,NA,NA,0,355
"San Benito",6069,"Central Coast","Population living in sea level rise inundation areas","none","Latino","2009",0,NA,NA,0,31186
"San Benito",6069,"Central Coast","Population living in sea level rise inundation areas","none","NHOPI","2009",0,NA,NA,0,65
"San Benito",6069,"Central Coast","Population living in sea level rise inundation areas","none","White","2009",0,NA,NA,0,21154
"San Benito",6069,"Central Coast","Population living in sea level rise inundation areas","none","Multiple","2009",0,NA,NA,0,913
"San Benito",6069,"Central Coast","Population living in sea level rise inundation areas","none","Other","2009",0,NA,NA,0,67
"San Benito",6069,"Central Coast","Population living in sea level rise inundation areas","none","Total","2009",0,NA,NA,0,55269
"San Bernardino",6071,"Desert","Population living in sea level rise inundation areas","none","AIAN","2009",0,NA,NA,0,8523
"San Bernardino",6071,"Desert","Population living in sea level rise inundation areas","none","Asian","2009",0,NA,NA,0,123978
"San Bernardino",6071,"Desert","Population living in sea level rise inundation areas","none","AfricanAm","2009",0,NA,NA,0,170700
"San Bernardino",6071,"Desert","Population living in sea level rise inundation areas","none","Latino","2009",0,NA,NA,0,1001145
"San Bernardino",6071,"Desert","Population living in sea level rise inundation areas","none","NHOPI","2009",0,NA,NA,0,5845
"San Bernardino",6071,"Desert","Population living in sea level rise inundation areas","none","White","2009",0,NA,NA,0,677598
"San Bernardino",6071,"Desert","Population living in sea level rise inundation areas","none","Multiple","2009",0,NA,NA,0,43366
"San Bernardino",6071,"Desert","Population living in sea level rise inundation areas","none","Other","2009",0,NA,NA,0,4055
"San Bernardino",6071,"Desert","Population living in sea level rise inundation areas","none","Total","2009",0,NA,NA,0,2035210
"San Diego",6073,"South Coast","Population living in sea level rise inundation areas","none","AIAN","2009",0.3666395,0.2668697,0.4664094,51.6888414,14098
"San Diego",6073,"South Coast","Population living in sea level rise inundation areas","none","Asian","2009",0.1161821,0.1045248,0.1278394,381.1446513,328058
"San Diego",6073,"South Coast","Population living in sea level rise inundation areas","none","AfricanAm","2009",0.3364604,0.3068173,0.3661035,493.2509331,146600
"San Diego",6073,"South Coast","Population living in sea level rise inundation areas","none","Latino","2009",0.1325061,0.1253451,0.1396671,1313.5969355,991348
"San Diego",6073,"South Coast","Population living in sea level rise inundation areas","none","NHOPI","2009",0.3084459,0.2149175,0.4019744,41.6525395,13504
"San Diego",6073,"South Coast","Population living in sea level rise inundation areas","none","White","2009",0.3667398,0.3570663,0.3764134,5501.2699174,1500047
"San Diego",6073,"South Coast","Population living in sea level rise inundation areas","none","Multiple","2009",0.2616774,0.2291807,0.2941741,248.4443715,94943
"San Diego",6073,"South Coast","Population living in sea level rise inundation areas","none","Other","2009",0.2872175,0.1592164,0.4152187,19.2866577,6715
"San Diego",6073,"South Coast","Population living in sea level rise inundation areas","none","Total","2009",0.2600814,0.2544074,0.2657555,8050.3348474,3095313
"San Francisco",6075,"Bay Area","Population living in sea level rise inundation areas","none","AIAN","2009",4.258651,3.3329861,5.1843158,77.8481401,1828
"San Francisco",6075,"Bay Area","Population living in sea level rise inundation areas","none","Asian","2009",3.0315526,2.9663586,3.0967467,8054.8353119,265700
"San Francisco",6075,"Bay Area","Population living in sea level rise inundation areas","none","AfricanAm","2009",3.4880335,3.321768,3.654299,1631.7369438,46781
"San Francisco",6075,"Bay Area","Population living in sea level rise inundation areas","none","Latino","2009",1.9464898,1.8688943,2.0240853,2370.3185173,121774
"San Francisco",6075,"Bay Area","Population living in sea level rise inundation areas","none","NHOPI","2009",2.4972747,1.9504297,3.0441197,78.1147534,3128
"San Francisco",6075,"Bay Area","Population living in sea level rise inundation areas","none","White","2009",3.5152711,3.4531328,3.5774094,11862.3174445,337451
"San Francisco",6075,"Bay Area","Population living in sea level rise inundation areas","none","Multiple","2009",3.6954566,3.4664922,3.9244211,963.738137,26079
"San Francisco",6075,"Bay Area","Population living in sea level rise inundation areas","none","Other","2009",2.8759027,2.2199713,3.5318341,71.7250134,2494
"San Francisco",6075,"Bay Area","Population living in sea level rise inundation areas","none","Total","2009",3.1184231,3.0804581,3.1563881,25110.6342615,805235
"San Joaquin",6077,"Northern Central Valley","Population living in sea level rise inundation areas","none","AIAN","2009",0,NA,NA,0,3179
"San Joaquin",6077,"Northern Central Valley","Population living in sea level rise inundation areas","none","Asian","2009",0,NA,NA,0,94547
"San Joaquin",6077,"Northern Central Valley","Population living in sea level rise inundation areas","none","AfricanAm","2009",0,NA,NA,0,48540
"San Joaquin",6077,"Northern Central Valley","Population living in sea level rise inundation areas","none","Latino","2009",0,NA,NA,0,266341
"San Joaquin",6077,"Northern Central Valley","Population living in sea level rise inundation areas","none","NHOPI","2009",0,NA,NA,0,3248
"San Joaquin",6077,"Northern Central Valley","Population living in sea level rise inundation areas","none","White","2009",0,NA,NA,0,245919
"San Joaquin",6077,"Northern Central Valley","Population living in sea level rise inundation areas","none","Multiple","2009",0,NA,NA,0,22149
"San Joaquin",6077,"Northern Central Valley","Population living in sea level rise inundation areas","none","Other","2009",0,NA,NA,0,1383
"San Joaquin",6077,"Northern Central Valley","Population living in sea level rise inundation areas","none","Total","2009",0,NA,NA,0,685306
"San Luis Obispo",6079,"Central Coast","Population living in sea level rise inundation areas","none","AIAN","2009",0.6818258,0.2455884,1.1180632,9.3205591,1367
"San Luis Obispo",6079,"Central Coast","Population living in sea level rise inundation areas","none","Asian","2009",0.1622568,0.0746372,0.2498765,13.152539,8106
"San Luis Obispo",6079,"Central Coast","Population living in sea level rise inundation areas","none","AfricanAm","2009",0.1030301,0.0152209,0.1908394,5.2833852,5128
"San Luis Obispo",6079,"Central Coast","Population living in sea level rise inundation areas","none","Latino","2009",0.3276681,0.2803234,0.3750128,183.4056643,55973
"San Luis Obispo",6079,"Central Coast","Population living in sea level rise inundation areas","none","NHOPI","2009",0.4412342,0,1.1396151,1.5266703,346
"San Luis Obispo",6079,"Central Coast","Population living in sea level rise inundation areas","none","White","2009",0.5669957,0.5333829,0.6006085,1086.9080376,191696
"San Luis Obispo",6079,"Central Coast","Population living in sea level rise inundation areas","none","Multiple","2009",0.2717761,0.14257,0.4009821,16.950673,6237
"San Luis Obispo",6079,"Central Coast","Population living in sea level rise inundation areas","none","Other","2009",0.4470623,0,0.9140539,3.5049683,784
"San Luis Obispo",6079,"Central Coast","Population living in sea level rise inundation areas","none","Total","2009",0.4895665,0.463221,0.515912,1320.0524968,269637
"San Mateo",6081,"Bay Area","Population living in sea level rise inundation areas","none","AIAN","2009",17.637522,15.410301,19.8647429,198.4221221,1125
"San Mateo",6081,"Bay Area","Population living in sea level rise inundation areas","none","Asian","2009",16.8715197,16.6965217,17.0465178,29682.7395334,175934
"San Mateo",6081,"Bay Area","Population living in sea level rise inundation areas","none","AfricanAm","2009",27.3656144,26.7276762,28.0035527,5134.6102392,18763
"San Mateo",6081,"Bay Area","Population living in sea level rise inundation areas","none","Latino","2009",20.1107871,19.9268875,20.2946868,36702.5887057,182502
"San Mateo",6081,"Bay Area","Population living in sea level rise inundation areas","none","NHOPI","2009",32.1626119,31.2417385,33.0834853,3178.9525593,9884
"San Mateo",6081,"Bay Area","Population living in sea level rise inundation areas","none","White","2009",14.6891846,14.5632631,14.815106,44597.6863611,303609
"San Mateo",6081,"Bay Area","Population living in sea level rise inundation areas","none","Multiple","2009",18.713374,18.2191592,19.2075887,4477.174725,23925
"San Mateo",6081,"Bay Area","Population living in sea level rise inundation areas","none","Other","2009",17.2981953,15.8738691,18.7225215,468.6081097,2709
"San Mateo",6081,"Bay Area","Population living in sea level rise inundation areas","none","Total","2009",17.3207056,17.2331994,17.4082117,124440.7823557,718451
